sentence,prompt
Car kills two trying to avoid Texas drag race .,Texas should be tagged as a location .
Car kills two trying to avoid Texas drag race .,two trying to avoid Texas drag race . should be tagged as none entity .
Car kills two trying to avoid Texas drag race .,kills two should be tagged as none entity .
Lukashenko signed a pact with Moscow in April to create a strong economic and political union which he believes could grow into a federation .,Lukashenko should be tagged as a person .
Lukashenko signed a pact with Moscow in April to create a strong economic and political union which he believes could grow into a federation .,Moscow should be tagged as a location .
Lukashenko signed a pact with Moscow in April to create a strong economic and political union which he believes could grow into a federation .,he should be tagged as none entity .
Lukashenko signed a pact with Moscow in April to create a strong economic and political union which he believes could grow into a federation .,create a strong should be tagged as none entity .
Lukashenko signed a pact with Moscow in April to create a strong economic and political union which he believes could grow into a federation .,union which he should be tagged as none entity .
Lukashenko signed a pact with Moscow in April to create a strong economic and political union which he believes could grow into a federation .,which he believes could grow should be tagged as none entity .
Huge stadium lights are directed at the city 's Green Square where makeshift stages await Sunday 's festivities .,Green Square should be tagged as a location .
Huge stadium lights are directed at the city 's Green Square where makeshift stages await Sunday 's festivities .,'s festivities . should be tagged as none entity .
Huge stadium lights are directed at the city 's Green Square where makeshift stages await Sunday 's festivities .,Huge stadium lights are directed at the should be tagged as none entity .
Spartak 3 1 1 1 3 3 4,Spartak should be tagged as an organization .
Spartak 3 1 1 1 3 3 4,1 1 1 3 should be tagged as none entity .
Spartak 3 1 1 1 3 3 4,3 1 1 1 3 should be tagged as none entity .
"The titles of his other novels translate as """""""" In the Year of January """""""" ( 1963 ) "","" """""""" The Collapse """""""" ( 1964 ) "","" """""""" Sleeping Bread """""""" ( 1975 ) "","" """""""" The Decaying Mansion """""""" ( 1977 ) and """""""" A World of Things """""""" ( 1982 ) "","" followed by """""""" The Knot "","" """""""" """""""" Soul Alone """""""" and "","" most recently "","" """""""" A Woman . """"""""",In the Year of January should be tagged as an other .
"The titles of his other novels translate as """""""" In the Year of January """""""" ( 1963 ) "","" """""""" The Collapse """""""" ( 1964 ) "","" """""""" Sleeping Bread """""""" ( 1975 ) "","" """""""" The Decaying Mansion """""""" ( 1977 ) and """""""" A World of Things """""""" ( 1982 ) "","" followed by """""""" The Knot "","" """""""" """""""" Soul Alone """""""" and "","" most recently "","" """""""" A Woman . """"""""",The Collapse should be tagged as an other .
"The titles of his other novels translate as """""""" In the Year of January """""""" ( 1963 ) "","" """""""" The Collapse """""""" ( 1964 ) "","" """""""" Sleeping Bread """""""" ( 1975 ) "","" """""""" The Decaying Mansion """""""" ( 1977 ) and """""""" A World of Things """""""" ( 1982 ) "","" followed by """""""" The Knot "","" """""""" """""""" Soul Alone """""""" and "","" most recently "","" """""""" A Woman . """"""""",Sleeping Bread should be tagged as an other .
"The titles of his other novels translate as """""""" In the Year of January """""""" ( 1963 ) "","" """""""" The Collapse """""""" ( 1964 ) "","" """""""" Sleeping Bread """""""" ( 1975 ) "","" """""""" The Decaying Mansion """""""" ( 1977 ) and """""""" A World of Things """""""" ( 1982 ) "","" followed by """""""" The Knot "","" """""""" """""""" Soul Alone """""""" and "","" most recently "","" """""""" A Woman . """"""""",The Decaying Mansion should be tagged as an other .
"The titles of his other novels translate as """""""" In the Year of January """""""" ( 1963 ) "","" """""""" The Collapse """""""" ( 1964 ) "","" """""""" Sleeping Bread """""""" ( 1975 ) "","" """""""" The Decaying Mansion """""""" ( 1977 ) and """""""" A World of Things """""""" ( 1982 ) "","" followed by """""""" The Knot "","" """""""" """""""" Soul Alone """""""" and "","" most recently "","" """""""" A Woman . """"""""",A World of Things should be tagged as an other .
