sentence,prompt
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",Silva should be tagged as a person .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",Brazil should be tagged as a location .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",Russia should be tagged as a location .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",Netherlands should be tagged as a location .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",Silva excused his absence from Brazil 's should be tagged as none entity .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",the Netherlands by should be tagged as none entity .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",and Saturday 's match with the Netherlands by should be tagged as none entity .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",with the Netherlands by saying he should be tagged as none entity .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",he had should be tagged as none entity .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",saying he should be tagged as none entity .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",Silva excused his absence should be tagged as none entity .
"Silva excused his absence from Brazil 's game against Russia "","" on Wednesday "","" and Saturday 's match with the Netherlands by saying he had lost his passport .",by saying he had should be tagged as none entity .
"10. Paul Lawrie ""211,420""",Paul Lawrie should be tagged as a person .
"10. Paul Lawrie ""211,420""","Lawrie ""211,420"" should be tagged as none entity ."
"10. Paul Lawrie ""211,420""","10. Paul Lawrie ""211,420"" should be tagged as none entity ."
CINCINNATI 1996-08-31,CINCINNATI should be tagged as a location .
CINCINNATI 1996-08-31,CINCINNATI 1996-08-31 should be tagged as none entity .
CINCINNATI 1996-08-31,1996-08-31 should be tagged as none entity .
"Factory orders rose in July and manufacturing surged in the Midwest in August "","" reports said Friday "","" sparking worries about inflation that battered financial markets for a second straight day .",Midwest should be tagged as a location .
"Factory orders rose in July and manufacturing surged in the Midwest in August "","" reports said Friday "","" sparking worries about inflation that battered financial markets for a second straight day .",that battered financial should be tagged as none entity .
"Factory orders rose in July and manufacturing surged in the Midwest in August "","" reports said Friday "","" sparking worries about inflation that battered financial markets for a second straight day .","in August "","" reports said Friday "","" should be tagged as none entity ."
"Tens of thousands of people have been killed and many more have been displaced in the fighting "","" which breached a shaky United Nations-sponsored ceasefire .",United Nations-sponsored should be tagged as an other .
"Tens of thousands of people have been killed and many more have been displaced in the fighting "","" which breached a shaky United Nations-sponsored ceasefire .",which breached a shaky United Nations-sponsored ceasefire should be tagged as none entity .
"Tens of thousands of people have been killed and many more have been displaced in the fighting "","" which breached a shaky United Nations-sponsored ceasefire .",have been killed should be tagged as none entity .
"Add men 's singles "","" second round 12 - Todd Martin ( U.S. ) beat Andrea Gaudenzi ( Italy ) 6-3 6-2 6-2 Stefan Edberg ( Sweden ) beat Bernd Karbacher ( Germany ) 3-6 6-3 6-3 1-0 retired ( leg injury )",Todd Martin should be tagged as a person .
