sentence,prompt
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",Fernandez de Cevallos should be tagged as a person .
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",Mexico should be tagged as a location .
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",33.2 percent should be tagged as an other .
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",", after the debate , Fernandez de Cevallos should be tagged as none entity ."
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",Mexico with 33.2 percent should be tagged as none entity .
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",", that is , after the debate should be tagged as none entity ."
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",next president of Mexico should be tagged as none entity .
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",next president of Mexico with 33.2 should be tagged as none entity .
"If the elections had been held during the last 10 days of May , that is , after the debate , Fernandez de Cevallos would reportedly be the next president of Mexico with 33.2 percent of the vote .",", after should be tagged as none entity ."
Tokyo MAINICHI SHIMBUN,Tokyo should be tagged as a location .
Tokyo MAINICHI SHIMBUN,MAINICHI SHIMBUN should be tagged as an organization .
Tokyo MAINICHI SHIMBUN,Tokyo MAINICHI should be tagged as none entity .
Tokyo MAINICHI SHIMBUN,MAINICHI should be tagged as none entity .
Tokyo MAINICHI SHIMBUN,SHIMBUN should be tagged as none entity .
Tokyo MAINICHI SHIMBUN,Tokyo MAINICHI SHIMBUN should be tagged as none entity .
"` ` The Challenger accident marked a major change in the U.S. outlook and policies with respect to the flight of other than NASA astronauts , ' ' the National Aeronautics and Space Administration said in a policy statement .",U.S. should be tagged as a location .
"` ` The Challenger accident marked a major change in the U.S. outlook and policies with respect to the flight of other than NASA astronauts , ' ' the National Aeronautics and Space Administration said in a policy statement .",NASA should be tagged as an organization .
