sentence,prompt
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",Franca Chlistovsky should be tagged as a person .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",Brera metereologic institute should be tagged as an organization .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",Milan should be tagged as a location .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",1950 should be tagged as an other .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",not exceptional and several worse should be tagged as none entity .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .","Chlistovsky , who heads should be tagged as none entity ."
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",", said this winter 's dry spell was should be tagged as none entity ."
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",. should be tagged as none entity .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",", Franca Chlistovsky should be tagged as none entity ."
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",winter should be tagged as none entity .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",heads should be tagged as none entity .
"However , Franca Chlistovsky , who heads the Brera metereologic institute in Milan , said this winter 's dry spell was not exceptional and several worse years have been registered since 1950 .",winter 's dry spell was not exceptional should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",Washington should be tagged as a location .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",U.S. should be tagged as a location .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",Pyongyang should be tagged as a location .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",communist should be tagged as an organization .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",the communist country required high-level attention . should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",from should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",attention should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",decided that the should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",the missile threat from Pyongyang from potential should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",required high-level attention . should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",potential to real and decided that the should be tagged as none entity .
"In Washington , U.S. strategists upgraded the missile threat from Pyongyang from potential to real and decided that the communist country required high-level attention .",threat from Pyongyang from should be tagged as none entity .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",Ms. Toth should be tagged as a person .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",60 miles should be tagged as an other .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",Germantown should be tagged as a location .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",decided against renting a house for should be tagged as none entity .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",home because ` ` if something came should be tagged as none entity .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",came up this week should be tagged as none entity .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",", should be tagged as none entity ."
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",14-year veteran should be tagged as none entity .
"Ms. Toth , a 14-year veteran of the Legislature , decided against renting a house for the session , opting for hotel rooms and commuting about 60 miles from her Germantown home because ` ` if something came up this week or next week , I would walk out. ' '",` if something came up this week should be tagged as none entity .
"Police contacted the boy 's mother and were trying to determine where the gun came from , Board of Education spokesman Frank Sobrino said .",Board of Education should be tagged as an organization .
"Police contacted the boy 's mother and were trying to determine where the gun came from , Board of Education spokesman Frank Sobrino said .",Frank Sobrino should be tagged as a person .
"Police contacted the boy 's mother and were trying to determine where the gun came from , Board of Education spokesman Frank Sobrino said .",Board should be tagged as none entity .
"Police contacted the boy 's mother and were trying to determine where the gun came from , Board of Education spokesman Frank Sobrino said .",", Board of Education should be tagged as none entity ."
"Police contacted the boy 's mother and were trying to determine where the gun came from , Board of Education spokesman Frank Sobrino said .",where the gun came from should be tagged as none entity .
"Police contacted the boy 's mother and were trying to determine where the gun came from , Board of Education spokesman Frank Sobrino said .",Sobrino should be tagged as none entity .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",United States should be tagged as a location .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",34 percent should be tagged as an other .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",1967 should be tagged as an other .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",1987 should be tagged as an other .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",FBI should be tagged as an organization .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","percent between 1967 and 1987 , the FBI should be tagged as none entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",reported . should be tagged as none entity .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","between 1967 and 1987 , should be tagged as none entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",34 percent between should be tagged as none entity .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","percent between 1967 and 1987 , the should be tagged as none entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .",The overall murder should be tagged as none entity .
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","between 1967 and 1987 , the FBI should be tagged as none entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","between 1967 and 1987 , the should be tagged as none entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","and 1987 , the FBI reported . should be tagged as none entity ."
"The overall murder rate in the United States has leaped 34 percent between 1967 and 1987 , the FBI reported .","1987 , the FBI should be tagged as none entity ."
Havana Radio Reloj Network,Havana should be tagged as a location .
Havana Radio Reloj Network,Radio Reloj Network should be tagged as an organization .
Havana Radio Reloj Network,Network should be tagged as none entity .
Havana Radio Reloj Network,Havana Radio Reloj should be tagged as none entity .
Havana Radio Reloj Network,Reloj Network should be tagged as none entity .
Havana Radio Reloj Network,Havana Radio should be tagged as none entity .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",OSHA should be tagged as an organization .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",S.A. Healy Co. should be tagged as an organization .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",McCook should be tagged as a location .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",Ill. should be tagged as a location .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",CH2M Hill should be tagged as an organization .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",Corvallis should be tagged as a location .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",Ore. should be tagged as a location .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",", and CH2M Hill of Corvallis should be tagged as none entity ."
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",firm that supervised should be tagged as none entity .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",and should be tagged as none entity .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.","McCook , Ill. should be tagged as none entity ."
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.","the tunnel contractor , should be tagged as none entity ."
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.","Hill of Corvallis , Ore. , should be tagged as none entity ."
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",that supervised should be tagged as none entity .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.","McCook , Ill. , the should be tagged as none entity ."
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",against the S.A. Healy Co. should be tagged as none entity .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",already filed numerous civil should be tagged as none entity .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.","Corvallis , should be tagged as none entity ."
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.","Corvallis , Ore. should be tagged as none entity ."
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",OSHA had already filed should be tagged as none entity .
"OSHA had already filed numerous civil charges against the S.A. Healy Co. of McCook , Ill. , the tunnel contractor , and CH2M Hill of Corvallis , Ore. , an engineering firm that supervised the work.",an should be tagged as none entity .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),Beijing should be tagged as a location .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),CHINA DAILY should be tagged as an organization .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),SCIENCE MEDICINE should be tagged as an other .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),Beijing CHINA DAILY ( SCIENCE MEDICINE should be tagged as none entity .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),Beijing CHINA should be tagged as none entity .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),Beijing CHINA DAILY ( SCIENCE should be tagged as none entity .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),( should be tagged as none entity .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),( SCIENCE MEDICINE should be tagged as none entity .
Beijing CHINA DAILY ( SCIENCE MEDICINE ),DAILY should be tagged as none entity .
"Still , many are encouraged by the election last year of Louisiana 's reform-minded governor , Buddy Roemer , a property tax increase last April , and a new , expanded school board .",Louisiana should be tagged as a location .
"Still , many are encouraged by the election last year of Louisiana 's reform-minded governor , Buddy Roemer , a property tax increase last April , and a new , expanded school board .",Buddy Roemer should be tagged as a person .
"Still , many are encouraged by the election last year of Louisiana 's reform-minded governor , Buddy Roemer , a property tax increase last April , and a new , expanded school board .","and a new , expanded should be tagged as none entity ."
"Still , many are encouraged by the election last year of Louisiana 's reform-minded governor , Buddy Roemer , a property tax increase last April , and a new , expanded school board .","and a new , expanded school should be tagged as none entity ."
