sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"LEICESTERSHIRE is an organization entity , right ? Yes ."
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"- LEICESTERSHIRE is not a named entity, right ? Sure ."
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"AT TOP AFTER INNINGS is not a named entity, right ? Sure ."
LONDON 1996-08-30,"LONDON is a location entity , right ? Yes ."
LONDON 1996-08-30,"1996-08-30 is not a named entity, right ? Sure ."
LONDON 1996-08-30,"LONDON 1996-08-30 is not a named entity, right ? Sure ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"West Indian is an other entity , right ? Yes ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"Phil Simmons is a person entity , right ? Yes ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"Leicestershire is an organization entity , right ? Yes ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"Somerset is an organization entity , right ? Yes ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"to take over at the head is not a named entity, right ? Sure ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"four for 38 is not a named entity, right ? Sure ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"of is not a named entity, right ? Sure ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"Simmons took is not a named entity, right ? Sure ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"as Leicestershire beat Somerset by an innings and is not a named entity, right ? Sure ."
West Indian all-rounder Phil Simmons took four for 38 on Friday as Leicestershire beat Somerset by an innings and 39 runs in two days to take over at the head of the county championship .,"Simmons took four for 38 is not a named entity, right ? Sure ."
