sentence,prompt
"The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.",What entity would you call Avis Bourg Co. ? an organization .
"The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.",What entity would you call Folsom ? a location .
"The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.","Is , had left a Chevron a named entity ? No ."
"The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.",Is had left a Chevron worksite a named entity ? No .
"The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.","Is Avis Bourg Co. of Folsom , a named entity ? No ."
"The rig , leased from Avis Bourg Co. of Folsom , had left a Chevron worksite because of the threat of Chantal.",Is because of a named entity ? No .
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '",What entity would you call U.S. ? a location .
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '",What entity would you call Sherman G. Finesilver ? a person .
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '",What entity would you call Rocky Flats ? a location .
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '",Is at Rocky a named entity ? No .
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '",Is Rocky Flats nuclear weapons plant. ' ' a named entity ? No .
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '","Is any , were committed at Rocky Flats nuclear a named entity ? No ."
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '","Is , were a named entity ? No ."
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '",Is Finesilver told the 23 grand jurors their a named entity ? No .
"Chief U.S. Sherman G. Finesilver told the 23 grand jurors their only task during the 18-month term would be ` ` to determine what criminal acts , if any , were committed at Rocky Flats nuclear weapons plant. ' '","Is determine what criminal acts , if a named entity ? No ."
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.",What entity would you call Congress ? an organization .
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.",What entity would you call Yucca Mountain ? a location .
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.",What entity would you call 100 miles ? an other .
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.",What entity would you call Las Vegas ? a location .
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.",What entity would you call Nev. ? a location .
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.",Is department to study whether the Yucca Mountain a named entity ? No .
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.","Is whether the Yucca Mountain location , about 100 a named entity ? No ."
"Congress has ordered the department to study whether the Yucca Mountain location , about 100 miles northwest of Las Vegas , Nev. , could safely store tons of radioactive nuclear waste for 10 , 000 years.","Is Yucca Mountain location , a named entity ? No ."
