sentence,prompt
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",What entity would you call John Wilkes Booth ? a person .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",What entity would you call President Lincoln ? a person .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",Is John a named entity ? No .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .","Is Booth , who assassinated President Lincoln , was a named entity ? No ."
"John Wilkes Booth , who assassinated President Lincoln , was an actor .","Is Lincoln , was an actor a named entity ? No ."
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",Is actor . a named entity ? No .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",What entity would you call Palace of Fine Arts ? a location .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",What entity would you call San Francisco ? a location .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",What entity would you call June 30 ? an other .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","What entity would you call July 1-2 , ? an other ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",What entity would you call Kevin O 'Brien ? a person .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Is company performed at the Palace of a named entity ? No .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Is on June 30 and a named entity ? No .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","Is San Francisco , a named entity ? No ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","Is in San Francisco , a named entity ? No ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Is Kevin a named entity ? No .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","Is Kevin O 'Brien , a spokesman for the a named entity ? No ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Is June 30 and July a named entity ? No .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Is July 1-2 a named entity ? No .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Is San a named entity ? No .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Is of a named entity ? No .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",What entity would you call Wang Ziqiang ? a person .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",What entity would you call Institute of Mechanics ? an organization .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",Is the a named entity ? No .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",Is at the a named entity ? No .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .","Is field of mechanics , Wang Ziqiang at the a named entity ? No ."
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",Is crack mechanics . a named entity ? No .
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",What entity would you call Sun Hung Kai Properties ? an organization .
