sentence,prompt
MINNESOTA AT MILWAUKEE,What entity would you call MINNESOTA ? an organization .
MINNESOTA AT MILWAUKEE,What entity would you call MILWAUKEE ? a location .
MINNESOTA AT MILWAUKEE,Is MINNESOTA AT a named entity ? No .
MINNESOTA AT MILWAUKEE,Is AT a named entity ? No .
MINNESOTA AT MILWAUKEE,Is AT MILWAUKEE a named entity ? No .
MINNESOTA AT MILWAUKEE,Is MINNESOTA AT MILWAUKEE a named entity ? No .
DHAKA 1996-08-31,What entity would you call DHAKA ? a location .
DHAKA 1996-08-31,Is 1996-08-31 a named entity ? No .
DHAKA 1996-08-31,Is DHAKA 1996-08-31 a named entity ? No .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )",What entity would you call Romania ? a location .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )",What entity would you call Viorel Moldovan ? a person .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )",What entity would you call Dan Petrescu ? a person .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )",What entity would you call Constantin Galca ? a person .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )",Is Moldovan ( 21st a named entity ? No .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )","Is ( 65th ) "","" Constantin a named entity ? No ."
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )","Is 65th ) "","" Constantin a named entity ? No ."
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )","Is ( 21st minute ) "","" Dan a named entity ? No ."
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )","Is minute ) "","" Dan Petrescu a named entity ? No ."
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )",Is Romania - Viorel Moldovan ( 21st a named entity ? No .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )",Is ( 65th ) a named entity ? No .
"Romania - Viorel Moldovan ( 21st minute ) "","" Dan Petrescu ( 65th ) "","" Constantin Galca ( 77th )","Is Dan Petrescu ( 65th ) "","" Constantin a named entity ? No ."
""""""""" KDP ( Kurdistan Democratic Party ) is trying to overtake the city .",What entity would you call KDP ? an organization .
""""""""" KDP ( Kurdistan Democratic Party ) is trying to overtake the city .",What entity would you call Kurdistan Democratic Party ? an organization .
""""""""" KDP ( Kurdistan Democratic Party ) is trying to overtake the city .",Is city . a named entity ? No .
""""""""" KDP ( Kurdistan Democratic Party ) is trying to overtake the city .",Is overtake the city a named entity ? No .
""""""""" KDP ( Kurdistan Democratic Party ) is trying to overtake the city .",Is is trying to overtake the city . a named entity ? No .
""""""""" KDP ( Kurdistan Democratic Party ) is trying to overtake the city .",Is Democratic Party ) a named entity ? No .
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578",What entity would you call Bryan Herta ? a person .
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578",What entity would you call U.S. ? a location .
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578",What entity would you call Reynard Mercedes-Benz ? an organization .
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578","Is ( U.S. ) "","" Reynard Mercedes-Benz a named entity ? No ."
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578","Is 4. Bryan Herta ( U.S. ) "","" Reynard a named entity ? No ."
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578","Is Reynard Mercedes-Benz "","" a named entity ? No ."
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578","Is Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz a named entity ? No ."
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578",Is 4. Bryan Herta ( U.S. ) a named entity ? No .
"4. Bryan Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" 54.578","Is Herta ( U.S. ) "","" Reynard Mercedes-Benz "","" a named entity ? No ."
A. Hollioake run out 15,What entity would you call A. Hollioake ? a person .
A. Hollioake run out 15,Is out 15 a named entity ? No .
A. Hollioake run out 15,Is A. Hollioake run out a named entity ? No .
