sentence,prompt
"In 1830 , poet Emily Dickinson was born in Amherst , Mass.",What entity would you call Emily Dickinson ? a person .
"In 1830 , poet Emily Dickinson was born in Amherst , Mass.","What entity would you call Amherst , Mass. ? a location ."
"In 1830 , poet Emily Dickinson was born in Amherst , Mass.",Is poet Emily Dickinson a named entity ? No .
"In 1830 , poet Emily Dickinson was born in Amherst , Mass.","Is 1830 , poet Emily Dickinson was a named entity ? No ."
"In 1830 , poet Emily Dickinson was born in Amherst , Mass.","Is 1830 , poet Emily Dickinson a named entity ? No ."
"In 1830 , poet Emily Dickinson was born in Amherst , Mass.",Is Amherst a named entity ? No .
"Martin Luther King III , a son of the slain civil rights leader , said the execution of King assassin James Earl Ray ` ` would not bring my father back. ' '",What entity would you call Martin Luther King III ? a person .
"Martin Luther King III , a son of the slain civil rights leader , said the execution of King assassin James Earl Ray ` ` would not bring my father back. ' '",What entity would you call James Earl Ray ? a person .
"Martin Luther King III , a son of the slain civil rights leader , said the execution of King assassin James Earl Ray ` ` would not bring my father back. ' '",Is Martin a named entity ? No .
"Martin Luther King III , a son of the slain civil rights leader , said the execution of King assassin James Earl Ray ` ` would not bring my father back. ' '","Is slain civil rights leader , said the execution a named entity ? No ."
"Martin Luther King III , a son of the slain civil rights leader , said the execution of King assassin James Earl Ray ` ` would not bring my father back. ' '",Is father back. ' ' a named entity ? No .
"Martin Luther King III , a son of the slain civil rights leader , said the execution of King assassin James Earl Ray ` ` would not bring my father back. ' '",Is the slain civil rights a named entity ? No .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.","What entity would you call 10 , 000 acres ? an other ."
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",What entity would you call Idaho ? a location .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",What entity would you call Lowman ? a location .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",What entity would you call 70 miles ? an other .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",What entity would you call Boise. ? a location .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.","Is firestorm that charred 10 , 000 a named entity ? No ."
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",Is ignited a a named entity ? No .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",Is charred 10 a named entity ? No .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",Is Lightning ignited a firestorm a named entity ? No .
"Lightning ignited a firestorm that charred 10 , 000 acres in central Idaho , including much of the small resort town of Lowman , about 70 miles northeast of Boise.",Is northeast of Boise. a named entity ? No .
