sentence,prompt
"An estimated ""50,000"" people had been killed in political violence in Algeria since 1992 "","" when army-backed authorities cancelled a general election that Islamic fundamentalists had been expected to win .",Algeria is a location .
"An estimated ""50,000"" people had been killed in political violence in Algeria since 1992 "","" when army-backed authorities cancelled a general election that Islamic fundamentalists had been expected to win .",Islamic is an other .
"An estimated ""50,000"" people had been killed in political violence in Algeria since 1992 "","" when army-backed authorities cancelled a general election that Islamic fundamentalists had been expected to win .","since 1992 "","" when army-backed authorities is not an entity ."
"An estimated ""50,000"" people had been killed in political violence in Algeria since 1992 "","" when army-backed authorities cancelled a general election that Islamic fundamentalists had been expected to win .",had been expected to win is not an entity .
"An estimated ""50,000"" people had been killed in political violence in Algeria since 1992 "","" when army-backed authorities cancelled a general election that Islamic fundamentalists had been expected to win .","since 1992 "","" is not an entity ."
"An estimated ""50,000"" people had been killed in political violence in Algeria since 1992 "","" when army-backed authorities cancelled a general election that Islamic fundamentalists had been expected to win .",election that Islamic fundamentalists had been is not an entity .
"I will remember it for the rest of my life "","" """""""" said Stig Onarheim .",Stig Onarheim is a person .
"I will remember it for the rest of my life "","" """""""" said Stig Onarheim .",of is not an entity .
"I will remember it for the rest of my life "","" """""""" said Stig Onarheim .","the rest of my life "","" is not an entity ."
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,Cleveland is an organization .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,White Sox is an organization .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,American League Central is an other .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,nine games is not an entity .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,Cleveland 's lead over the White is not an entity .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,the White is not an entity .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,League is not an entity .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,League Central dropped to nine is not an entity .
Cleveland 's lead over the White Sox in the American League Central dropped to nine games .,over is not an entity .
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,English is an other .
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,imprisonment but there is not an entity .
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,has been is not an entity .
Mahala is a Moslem village on Bosnian Serb republic territory .,Mahala is a location .
Mahala is a Moslem village on Bosnian Serb republic territory .,Moslem is an other .
Mahala is a Moslem village on Bosnian Serb republic territory .,Bosnian Serb is an other .
Mahala is a Moslem village on Bosnian Serb republic territory .,a Moslem village on Bosnian is not an entity .
Mahala is a Moslem village on Bosnian Serb republic territory .,Mahala is a Moslem village on Bosnian Serb is not an entity .
Mahala is a Moslem village on Bosnian Serb republic territory .,Bosnian Serb republic is not an entity .
Mahala is a Moslem village on Bosnian Serb republic territory .,Moslem village on Bosnian is not an entity .
Mahala is a Moslem village on Bosnian Serb republic territory .,is a Moslem village on Bosnian Serb republic is not an entity .
Mahala is a Moslem village on Bosnian Serb republic territory .,Serb republic territory . is not an entity .
Red Star 4 4 0 0 9 3 12,Red Star is an organization .
Red Star 4 4 0 0 9 3 12,Red is not an entity .
Red Star 4 4 0 0 9 3 12,4 0 is not an entity .
""""""""" We expect the international community to take a clear and firm position "","" based on international law and in accordance with U.N. resolutions "","" against all such Israeli violations and illegal practices "","" """""""" he said .",U.N. is an organization .
""""""""" We expect the international community to take a clear and firm position "","" based on international law and in accordance with U.N. resolutions "","" against all such Israeli violations and illegal practices "","" """""""" he said .",Israeli is an other .
""""""""" We expect the international community to take a clear and firm position "","" based on international law and in accordance with U.N. resolutions "","" against all such Israeli violations and illegal practices "","" """""""" he said .",all such is not an entity .
""""""""" We expect the international community to take a clear and firm position "","" based on international law and in accordance with U.N. resolutions "","" against all such Israeli violations and illegal practices "","" """""""" he said .","clear and firm position "","" based is not an entity ."
""""""""" We expect the international community to take a clear and firm position "","" based on international law and in accordance with U.N. resolutions "","" against all such Israeli violations and illegal practices "","" """""""" he said .","and firm position "","" based on is not an entity ."
""""""""" We expect the international community to take a clear and firm position "","" based on international law and in accordance with U.N. resolutions "","" against all such Israeli violations and illegal practices "","" """""""" he said .",all is not an entity .
8. Dusan Kovacs ( Hungary ) 49.58,Dusan Kovacs is a person .
8. Dusan Kovacs ( Hungary ) 49.58,Hungary is a location .
8. Dusan Kovacs ( Hungary ) 49.58,Kovacs ( Hungary ) is not an entity .
8. Dusan Kovacs ( Hungary ) 49.58,Kovacs ( Hungary ) 49.58 is not an entity .
8. Dusan Kovacs ( Hungary ) 49.58,Dusan Kovacs ( is not an entity .
8. Dusan Kovacs ( Hungary ) 49.58,8. Dusan Kovacs ( is not an entity .
Mushtaq Ahmed not out 14,Mushtaq Ahmed is a person .
Mushtaq Ahmed not out 14,Ahmed not is not an entity .
Mushtaq Ahmed not out 14,Ahmed not out is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,Seles is a person .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,Fed Cup is an other .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,Mary Joe Fernandez is a person .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,King is a person .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,attitude regarding is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,wrist injury to Fed Cup veteran is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,'s sore left shoulder and a wrist injury is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,to Fed Cup veteran Mary is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,see attitude regarding her squad for the is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,her squad for the best-of-five match . is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,sore is not an entity .
Seles 's sore left shoulder and a wrist injury to Fed Cup veteran Mary Joe Fernandez have forced King to take a wait and see attitude regarding her squad for the best-of-five match .,veteran Mary Joe Fernandez have forced is not an entity .
Buddy Groom pitched a perfect ninth inning .,Buddy Groom is a person .
Buddy Groom pitched a perfect ninth inning .,ninth inning . is not an entity .
Buddy Groom pitched a perfect ninth inning .,Groom pitched a perfect ninth is not an entity .
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .",Frank Bruno is a person .
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .",Britain is a location .
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .",Sun is an organization .
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .","medical advice "","" is not an entity ."
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .",champion Frank Bruno has quit the is not an entity .
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .","on medical advice "","" Britain 's is not an entity ."
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .",Sun newspaper reported on Friday . is not an entity .
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .",has quit the is not an entity .
"Former world heavyweight champion Frank Bruno has quit the ring on medical advice "","" Britain 's Sun newspaper reported on Friday .",Bruno has quit the ring on is not an entity .
Rudar 0 OFK Kikinda 1,Rudar is an organization .
Rudar 0 OFK Kikinda 1,OFK Kikinda is an organization .
Rudar 0 OFK Kikinda 1,Rudar 0 OFK Kikinda is not an entity .
Rudar 0 OFK Kikinda 1,0 OFK Kikinda 1 is not an entity .
Rudar 0 OFK Kikinda 1,Rudar 0 OFK is not an entity .
Rudar 0 OFK Kikinda 1,1 is not an entity .
Iraqi Kurds say Iranian troops enter north Iraq .,Iraqi Kurds is an other .
Iraqi Kurds say Iranian troops enter north Iraq .,Iranian is an other .
Iraqi Kurds say Iranian troops enter north Iraq .,Iraq is a location .
Iraqi Kurds say Iranian troops enter north Iraq .,say Iranian troops is not an entity .
