sentence,prompt
Lithuania - Danius Gleveckas ( 13rd ),Lithuania is a location .
Lithuania - Danius Gleveckas ( 13rd ),Danius Gleveckas is a person .
Lithuania - Danius Gleveckas ( 13rd ),- Danius is not an entity .
Lithuania - Danius Gleveckas ( 13rd ),( is not an entity .
Lithuania - Danius Gleveckas ( 13rd ),13rd ) is not an entity .
Lithuania - Danius Gleveckas ( 13rd ),- Danius Gleveckas ( 13rd ) is not an entity .
WASHINGTON 1996-08-30,WASHINGTON is a location .
WASHINGTON 1996-08-30,WASHINGTON 1996-08-30 is not an entity .
WASHINGTON 1996-08-30,1996-08-30 is not an entity .
MILAN 1996-08-30,MILAN is a location .
MILAN 1996-08-30,1996-08-30 is not an entity .
MILAN 1996-08-30,MILAN 1996-08-30 is not an entity .
"We know many of the people who live in Barentsburg "","" some of them could have been on the plane "","" """""""" said Johan Sletten "","" 52 .",Barentsburg is a location .
"We know many of the people who live in Barentsburg "","" some of them could have been on the plane "","" """""""" said Johan Sletten "","" 52 .",Johan Sletten is a person .
"We know many of the people who live in Barentsburg "","" some of them could have been on the plane "","" """""""" said Johan Sletten "","" 52 .",could is not an entity .
"We know many of the people who live in Barentsburg "","" some of them could have been on the plane "","" """""""" said Johan Sletten "","" 52 .","who live in Barentsburg "","" some of is not an entity ."
"We know many of the people who live in Barentsburg "","" some of them could have been on the plane "","" """""""" said Johan Sletten "","" 52 .","Barentsburg "","" some is not an entity ."
"We know many of the people who live in Barentsburg "","" some of them could have been on the plane "","" """""""" said Johan Sletten "","" 52 .",some of them could have is not an entity .
KANSAS CITY 61 75 .449 20,KANSAS CITY is an organization .
KANSAS CITY 61 75 .449 20,CITY 61 75 .449 is not an entity .
KANSAS CITY 61 75 .449 20,CITY 61 75 .449 20 is not an entity .
""""""""" It 's a very complicated issue "","" """""""" said the Agriculture Department 's Drazek . """"""""",Agriculture Department is an organization .
""""""""" It 's a very complicated issue "","" """""""" said the Agriculture Department 's Drazek . """"""""",Drazek is a person .
""""""""" It 's a very complicated issue "","" """""""" said the Agriculture Department 's Drazek . """"""""",said the Agriculture Department 's is not an entity .
""""""""" It 's a very complicated issue "","" """""""" said the Agriculture Department 's Drazek . """"""""",Agriculture Department 's is not an entity .
""""""""" It 's a very complicated issue "","" """""""" said the Agriculture Department 's Drazek . """"""""",said the Agriculture is not an entity .
""""""""" It 's a very complicated issue "","" """""""" said the Agriculture Department 's Drazek . """"""""","very complicated issue "","" """""""" is not an entity ."
"Tens of thousands of people have died in the war "","" begun in late 1994 after Moscow sent troops to quell Chechnya 's independence bid .",Moscow is a location .
"Tens of thousands of people have died in the war "","" begun in late 1994 after Moscow sent troops to quell Chechnya 's independence bid .",Chechnya is a location .
"Tens of thousands of people have died in the war "","" begun in late 1994 after Moscow sent troops to quell Chechnya 's independence bid .",begun in is not an entity .
"Tens of thousands of people have died in the war "","" begun in late 1994 after Moscow sent troops to quell Chechnya 's independence bid .",""","" begun is not an entity ."
"Tens of thousands of people have died in the war "","" begun in late 1994 after Moscow sent troops to quell Chechnya 's independence bid .",troops to quell Chechnya 's independence bid . is not an entity .
"Tens of thousands of people have died in the war "","" begun in late 1994 after Moscow sent troops to quell Chechnya 's independence bid .",quell is not an entity .
Hajduk 2 Proleter ( Z ) 0,Hajduk is an organization .
Hajduk 2 Proleter ( Z ) 0,Proleter ( Z ) is an organization .
Hajduk 2 Proleter ( Z ) 0,2 Proleter ( is not an entity .
Hajduk 2 Proleter ( Z ) 0,Z is not an entity .
Hajduk 2 Proleter ( Z ) 0,) is not an entity .
Hajduk 2 Proleter ( Z ) 0,Hajduk 2 Proleter ( Z ) is not an entity .
"Tavildara is now apparently inhabited only by a few old men "","" women and their grubby "","" barefoot children .",Tavildara is a location .
"Tavildara is now apparently inhabited only by a few old men "","" women and their grubby "","" barefoot children .",Tavildara is is not an entity .
"Tavildara is now apparently inhabited only by a few old men "","" women and their grubby "","" barefoot children .",""","" barefoot is not an entity ."
CENTRAL DIVISION,CENTRAL DIVISION is an other .
CENTRAL DIVISION,DIVISION is not an entity .
CENTRAL DIVISION,CENTRAL is not an entity .
Her tour will also include Honduras and Guatemala .,Honduras is a location .
Her tour will also include Honduras and Guatemala .,Guatemala is a location .
Her tour will also include Honduras and Guatemala .,Her tour will is not an entity .
Her tour will also include Honduras and Guatemala .,tour will also include is not an entity .
Her tour will also include Honduras and Guatemala .,Her tour will also include Honduras and Guatemala is not an entity .
Her tour will also include Honduras and Guatemala .,will is not an entity .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",The Sunday Telegraph is an organization .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",Majorie Orr is a person .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",Thatcher is a person .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",Libran is an other .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",Irish is an other .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",Conservative Party is an organization .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",of a hotel during the Conservative is not an entity .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",death in the Irish guerrilla is not an entity .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",guerrilla bombing of a hotel during is not an entity .
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .",the Irish is not an entity .
