sentence,prompt
"With considerable rough sailing and difficulty anticipated in the process of ratification by the U.S. Congress , the Congress is hardly expected to complete the ratification process within the time limit set by the UR agreement .",U.S. == a location .
"With considerable rough sailing and difficulty anticipated in the process of ratification by the U.S. Congress , the Congress is hardly expected to complete the ratification process within the time limit set by the UR agreement .",Congress == an organization .
"With considerable rough sailing and difficulty anticipated in the process of ratification by the U.S. Congress , the Congress is hardly expected to complete the ratification process within the time limit set by the UR agreement .",by the UR == None .
"With considerable rough sailing and difficulty anticipated in the process of ratification by the U.S. Congress , the Congress is hardly expected to complete the ratification process within the time limit set by the UR agreement .",complete the ratification process within == None .
"With considerable rough sailing and difficulty anticipated in the process of ratification by the U.S. Congress , the Congress is hardly expected to complete the ratification process within the time limit set by the UR agreement .",With considerable rough sailing and difficulty anticipated in == None .
"With considerable rough sailing and difficulty anticipated in the process of ratification by the U.S. Congress , the Congress is hardly expected to complete the ratification process within the time limit set by the UR agreement .",Congress is hardly expected to complete == None .
"Tensions have increased in the predominantly French-speaking province since December , when the Supreme Court of Canada ruled that a provincial law requiring all signs to be only in French was unconstitutional .",Supreme Court == an organization .
"Tensions have increased in the predominantly French-speaking province since December , when the Supreme Court of Canada ruled that a provincial law requiring all signs to be only in French was unconstitutional .",Canada == a location .
"Tensions have increased in the predominantly French-speaking province since December , when the Supreme Court of Canada ruled that a provincial law requiring all signs to be only in French was unconstitutional .",the Supreme == None .
"Tensions have increased in the predominantly French-speaking province since December , when the Supreme Court of Canada ruled that a provincial law requiring all signs to be only in French was unconstitutional .",ruled that a provincial == None .
"Tensions have increased in the predominantly French-speaking province since December , when the Supreme Court of Canada ruled that a provincial law requiring all signs to be only in French was unconstitutional .",in the predominantly French-speaking province since == None .
"Tensions have increased in the predominantly French-speaking province since December , when the Supreme Court of Canada ruled that a provincial law requiring all signs to be only in French was unconstitutional .",when the Supreme == None .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Dominique Beuff == a person .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,International Committee of the Red Cross == an organization .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Khartoum == a location .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Beuff of the International Committee of the == None .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Beuff of == None .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,had reports of people == None .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Committee of the Red Cross in == None .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,at the rate of up to four == None .
Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,International Committee of == None .
I was keen to ask the following questions in an interview with Russian Atomic Energy Minister V. Mikhaylov : ( Gubarev ) How did Ukraine lose out by this deal ? ( Mikhaylov ) The level of Ukraine 's security has increased -- so in fact Ukraine has benefited .,Russian Atomic Energy Minister == an organization .
I was keen to ask the following questions in an interview with Russian Atomic Energy Minister V. Mikhaylov : ( Gubarev ) How did Ukraine lose out by this deal ? ( Mikhaylov ) The level of Ukraine 's security has increased -- so in fact Ukraine has benefited .,V. Mikhaylov == a person .
I was keen to ask the following questions in an interview with Russian Atomic Energy Minister V. Mikhaylov : ( Gubarev ) How did Ukraine lose out by this deal ? ( Mikhaylov ) The level of Ukraine 's security has increased -- so in fact Ukraine has benefited .,Gubarev == a person .
I was keen to ask the following questions in an interview with Russian Atomic Energy Minister V. Mikhaylov : ( Gubarev ) How did Ukraine lose out by this deal ? ( Mikhaylov ) The level of Ukraine 's security has increased -- so in fact Ukraine has benefited .,Ukraine == a location .
