sentence,prompt
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Texas Department of Agriculture == an organization .
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Texas == a location .
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Jim Hightower == a person .
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Department == None .
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.","hormones , ' ' said Texas == None ."
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.","hormones , ' == None ."
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Commissioner Jim Hightower at a news conference == None .
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",Commissioner Jim Hightower at a news conference Monday. == None .
"` ` From the onset , we at the Texas Department of Agriculture felt that more was at stake than steak , and a whole lot more was at stake than growth hormones , ' ' said Texas Agriculture Commissioner Jim Hightower at a news conference Monday.",at stake than == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",Anderson == a person .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",Watergate == an other .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",E. Howard Hunt == a person .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",James Earl Ray == a person .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",Martin Luther King Jr == a person .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",Martin Luther == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",the killer of Martin Luther == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",E. Howard Hunt and James Earl == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","Earl Ray , the killer == None ."
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",a picture of three == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",three hobos == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",Anderson said the same == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",killer of Martin Luther == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .",shooting scene taken shortly after the == None .
"In a bizarre allegation , Anderson said the same photo analysts also concluded that a picture of three hobos near the shooting scene taken shortly after the killing appear to show Watergate conspirator E. Howard Hunt and James Earl Ray , the killer of Martin Luther King Jr .","and James Earl Ray , the killer of == None ."
"` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said Diana Mondino , a professor at the Argentine Center for Macroeconomic Studies , a business school.",Diana Mondino == a person .
"` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said Diana Mondino , a professor at the Argentine Center for Macroeconomic Studies , a business school.",Argentine Center for Macroeconomic Studies == an organization .
"` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said Diana Mondino , a professor at the Argentine Center for Macroeconomic Studies , a business school.",", stopped research , stopped maintenance , == None ."
"` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said Diana Mondino , a professor at the Argentine Center for Macroeconomic Studies , a business school.",", a business school. == None ."
"` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said Diana Mondino , a professor at the Argentine Center for Macroeconomic Studies , a business school.",` The government stopped capital expenditure == None .
"` ` The government stopped capital expenditure , stopped research , stopped maintenance , ' ' said Diana Mondino , a professor at the Argentine Center for Macroeconomic Studies , a business school.",` ` The == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",Dallas == a location .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",Nov. == an other .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",Lee Harvey Oswald == a person .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",President John F. Kennedy == a person .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",F. Kennedy from == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",where Dallas was settled are followed by this == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",national == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",the == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",passed the site. == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",presidential motorcade passed the site. ' == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",followed by this : == None .
"The nine sentences noting the spot where Dallas was settled are followed by this : ` ` On Nov. 22 , 1963 , the building gained national notoriety when Lee Harvey Oswald allegedly shot and killed President John F. Kennedy from a sixth floor window as the presidential motorcade passed the site. ' '",from == None .
( By ITAR-TASS correspondent Leonid Vinogradov ),ITAR-TASS == an organization .
( By ITAR-TASS correspondent Leonid Vinogradov ),Leonid Vinogradov == a person .
( By ITAR-TASS correspondent Leonid Vinogradov ),( By ITAR-TASS == None .
( By ITAR-TASS correspondent Leonid Vinogradov ),By == None .
( By ITAR-TASS correspondent Leonid Vinogradov ),correspondent Leonid Vinogradov ) == None .
( By ITAR-TASS correspondent Leonid Vinogradov ),By ITAR-TASS correspondent == None .
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",Lee Harvey Oswald == a person .
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",Kennedy == a person .
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",Nov. == an other .
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",", to == None ."
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",Harvey Oswald was believed to == None .
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .","Kennedy assassination , Nov. 22 , == None ."
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",Harvey Oswald was believed to have perched == None .
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",Harvey == None .
"Last week , commissioners approved spending $2.3 million in county funds for constructing an outside elevator , to be used to carry visitors to the sixth floor , where Lee Harvey Oswald was believed to have perched on the day of the Kennedy assassination , Nov. 22 , 1963 .",commissioners approved spending $2.3 million in == None .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",Tiffany == a person .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",William Doyle == a person .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",Manhattan == a location .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",` ` He ( LaFarge == None .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",house in Manhattan . == None .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",the one who supposedly == None .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",Tiffany how to make == None .
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .","to make the Favrile glass , ' ' == None ."
"` ` He ( LaFarge ) was the one who supposedly taught Tiffany how to make the Favrile glass , ' ' said auctioneer William Doyle , who operates an auction house in Manhattan .",operates an auction house == None .
"In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .",Dr. Lee DeForest == a person .
"In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .","Council Bluffs , Iowa == a location ."
"In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .",radio electronics pioneer Dr. Lee == None .
"In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .","1873 , radio electronics pioneer Dr. Lee == None ."
"In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .",was born in Council == None .
"In 1873 , radio electronics pioneer Dr. Lee DeForest was born in Council Bluffs , Iowa .",was born in Council Bluffs == None .
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .",Memphis == a location .
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .",Cybill Shepherd == a person .
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .",Sunday == an other .
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .",", zoo == None ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","Shepherd , zoo officials said Sunday == None ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .",twins born at the city zoo == None .
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .",native == None .
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .","Shepherd , zoo == None ."
"The names of hippopotamus twins born at the city zoo will be chosen by another Memphis native and mother of twins , actress Cybill Shepherd , zoo officials said Sunday .",and mother == None .
"In 1893 , comedian Harold Lloyd was born in Burchard , Neb .",Harold Lloyd == a person .
"In 1893 , comedian Harold Lloyd was born in Burchard , Neb .","Burchard , Neb == a location ."
"In 1893 , comedian Harold Lloyd was born in Burchard , Neb .","1893 , == None ."
"In 1893 , comedian Harold Lloyd was born in Burchard , Neb .",Harold Lloyd was == None .
