sentence,prompt
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",John Wilkes Booth == a person .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",President Lincoln == a person .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",who assassinated President == None .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",Lincoln == None .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .",was an actor == None .
"John Wilkes Booth , who assassinated President Lincoln , was an actor .","Booth , who assassinated President Lincoln , was == None ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Palace of Fine Arts == a location .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",San Francisco == a location .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",June 30 == an other .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","July 1-2 , == an other ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",Kevin O 'Brien == a person .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",", in San Francisco , on June == None ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",", said Kevin O 'Brien , == None ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","'Brien , a spokesman for == None ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","Arts , in San == None ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.","at the Palace of Fine Arts , in == None ."
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",on June 30 and July == None .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",on June == None .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",at == None .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",the Palace of Fine Arts == None .
"The opera company performed at the Palace of Fine Arts , in San Francisco , on June 30 and July 1-2 , said Kevin O 'Brien , a spokesman for the theater.",opera company performed == None .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",Wang Ziqiang == a person .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",Institute of Mechanics == an organization .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",made considerable headway in the area of == None .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",Wang == None .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .",at == None .
"In the field of mechanics , Wang Ziqiang at the Institute of Mechanics has made considerable headway in the area of elastoplastic crack mechanics .","mechanics , == None ."
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",Sun Hung Kai Properties == an organization .
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",Hong Kong == a location .
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",27 percent == an other .
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",construction firm with a 27 percent share ; == None .
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",a Hong Kong construction firm with a == None .
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",Hong Kong construction firm with == None .
"Sun Hung Kai Properties , a Hong Kong construction firm with a 27 percent share ;",", a == None ."
