sentence,prompt
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",Sam Kadet is a person entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .","Skadden , Arps is an organization entity ."
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",Popeyes is an organization entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",Church 's is an organization entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",that it planned to proceed with the takeover is not a named entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",the information is not a named entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",on Thursday that it planned to proceed with is not a named entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",", Arps said Popeyes could give is not a named entity ."
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",could give is not a named entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .","firm of Skadden , Arps is not a named entity ."
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",it planned to is not a named entity .
"Sam Kadet of the corporate law firm of Skadden , Arps said Popeyes could give Church 's notice on Thursday that it planned to proceed with the takeover attempt and deliver the information to Church 's after five business days .",the corporate law firm of Skadden is not a named entity .
""" I was hearing the same story , "" says James Hackett , an executive with Titan Systems and one of the leading missile experts in the U.S .",James Hackett is a person entity .
""" I was hearing the same story , "" says James Hackett , an executive with Titan Systems and one of the leading missile experts in the U.S .",Titan Systems is an organization entity .
""" I was hearing the same story , "" says James Hackett , an executive with Titan Systems and one of the leading missile experts in the U.S .",U.S . is a location entity .
""" I was hearing the same story , "" says James Hackett , an executive with Titan Systems and one of the leading missile experts in the U.S .",I was hearing the same story is not a named entity .
""" I was hearing the same story , "" says James Hackett , an executive with Titan Systems and one of the leading missile experts in the U.S .","the same story , "" is not a named entity ."
""" I was hearing the same story , "" says James Hackett , an executive with Titan Systems and one of the leading missile experts in the U.S .",Titan Systems and one is not a named entity .
