sentence,prompt
NEW YORK ( AP ),NEW YORK is a location entity .
NEW YORK ( AP ),AP is an organization entity .
NEW YORK ( AP ),YORK ( is not a named entity .
NEW YORK ( AP ),NEW is not a named entity .
NEW YORK ( AP ),YORK ( AP ) is not a named entity .
NEW YORK ( AP ),) is not a named entity .
Moscow INTERFAX,Moscow is a location entity .
Moscow INTERFAX,INTERFAX is an organization entity .
Moscow INTERFAX,Moscow INTERFAX is not a named entity .
Havana Radio Reloj Network,Havana is a location entity .
Havana Radio Reloj Network,Radio Reloj Network is an organization entity .
Havana Radio Reloj Network,Havana Radio is not a named entity .
Havana Radio Reloj Network,Reloj Network is not a named entity .
Havana Radio Reloj Network,Radio is not a named entity .
Havana Radio Reloj Network,Havana Radio Reloj is not a named entity .
W. Dale Nelson covers the White House for The Associated Press .,W. Dale Nelson is a person entity .
W. Dale Nelson covers the White House for The Associated Press .,White House is a location entity .
W. Dale Nelson covers the White House for The Associated Press .,The Associated Press is an organization entity .
W. Dale Nelson covers the White House for The Associated Press .,Dale Nelson covers the White House for is not a named entity .
W. Dale Nelson covers the White House for The Associated Press .,for The Associated is not a named entity .
W. Dale Nelson covers the White House for The Associated Press .,W. Dale Nelson covers is not a named entity .
W. Dale Nelson covers the White House for The Associated Press .,Associated is not a named entity .
W. Dale Nelson covers the White House for The Associated Press .,White House for The Associated is not a named entity .
W. Dale Nelson covers the White House for The Associated Press .,House for The Associated is not a named entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,Mark David Chapman is a person entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,Lennon is a person entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,New York is a location entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,Chapman fatally shot Lennon nine years is not a named entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,years ago in New is not a named entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,years ago is not a named entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,ago in is not a named entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,York is not a named entity .
Mark David Chapman fatally shot Lennon nine years ago in New York .,fatally shot Lennon is not a named entity .
"All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",South Africa is a location entity .
"All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",Port Nolloth is a location entity .
"All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",Africa are is not a named entity .
"All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",. is not a named entity .
"All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",been established is not a named entity .
"All residential areas in South Africa are segregated by race , and no black neighborhood has been established in Port Nolloth .",segregated is not a named entity .
Kiev PRAVDA UKRAINY,Kiev is a location entity .
Kiev PRAVDA UKRAINY,PRAVDA UKRAINY is an organization entity .
Kiev PRAVDA UKRAINY,PRAVDA is not a named entity .
Kiev PRAVDA UKRAINY,Kiev PRAVDA is not a named entity .
Kiev PRAVDA UKRAINY,Kiev PRAVDA UKRAINY is not a named entity .
Kiev PRAVDA UKRAINY,UKRAINY is not a named entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Clinton is a person entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",$12 Billion is an other entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Russia is a location entity .
"Clinton Has 'Donated ' $12 Billion to Russia "" ) ( Text ) The Moscow meeting between the presidents of the United States , Russia , and Ukraine has prompted a number of rumors .",Moscow is a location entity .
