sentence,prompt
"Andrews Air Force Base , Md. ;",Andrews Air Force Base is a location entity .
"Andrews Air Force Base , Md. ;",Md. is a location entity .
"Andrews Air Force Base , Md. ;",Andrews Air Force is not a named entity .
"Andrews Air Force Base , Md. ;",Andrews is not a named entity .
"Andrews Air Force Base , Md. ;",", Md. is not a named entity ."
"Andrews Air Force Base , Md. ;",Force Base is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,Sarajevo is a location entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,Radio Bosnia-Herzegovina Network is an organization entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,2000 GMT is an other entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,8 Jun 94 is an other entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,Serbo-Croatian 2000 GMT 8 is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,LD0806223294 Sarajevo is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,Serbo-Croatian is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,Jun 94 is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,2000 GMT 8 Jun 94 is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,GMT 8 is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,in Serbo-Croatian 2000 is not a named entity .
LD0806223294 Sarajevo Radio Bosnia-Herzegovina Network in Serbo-Croatian 2000 GMT 8 Jun 94,Sarajevo Radio Bosnia-Herzegovina is not a named entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,Bork is a person entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,Anthony M. Kennedy is a person entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,Supreme Court is an organization entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,confirmed for the seat Bork had been is not a named entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,Bork agreed there is not a named entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,Bork agreed is not a named entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,with the majority in the Supreme Court 's is not a named entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,'s 5-4 ruling that flag burning is not a named entity .
Bork agreed there was an irony in his appearance since the man confirmed for the seat Bork had been up for _ Anthony M. Kennedy _ voted with the majority in the Supreme Court 's 5-4 ruling that flag burning is protected free speech.,there was an irony in his appearance is not a named entity .
"BUENOS AIRES , Argentina ( AP )",BUENOS AIRES is a location entity .
"BUENOS AIRES , Argentina ( AP )",Argentina is a location entity .
"BUENOS AIRES , Argentina ( AP )",AP is an organization entity .
"BUENOS AIRES , Argentina ( AP )","BUENOS AIRES , Argentina ( AP is not a named entity ."
"BUENOS AIRES , Argentina ( AP )",( AP ) is not a named entity .
"BUENOS AIRES , Argentina ( AP )",", Argentina ( is not a named entity ."
"BUENOS AIRES , Argentina ( AP )",AP ) is not a named entity .
"BUENOS AIRES , Argentina ( AP )",", Argentina is not a named entity ."
"BUENOS AIRES , Argentina ( AP )",BUENOS is not a named entity .
"The Soviets will live at the Campbell Farm , a Presbyterian retreat center in Wapato , he said.",Soviets is an other entity .
"The Soviets will live at the Campbell Farm , a Presbyterian retreat center in Wapato , he said.",Campbell Farm is a location entity .
"The Soviets will live at the Campbell Farm , a Presbyterian retreat center in Wapato , he said.",Wapato is a location entity .
"The Soviets will live at the Campbell Farm , a Presbyterian retreat center in Wapato , he said.",The is not a named entity .
"The Soviets will live at the Campbell Farm , a Presbyterian retreat center in Wapato , he said.","Farm , a Presbyterian retreat center in is not a named entity ."
"The Soviets will live at the Campbell Farm , a Presbyterian retreat center in Wapato , he said.",retreat center is not a named entity .
