sentence,prompt
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .",Somerset is a/an organization entity .
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .",P. Simmons is a/an person entity .
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .",Leicestershire is a/an organization entity .
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .","4-38 ) "","" Leicestershire 296 is not a named entity ."
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .",4-38 ) is not a named entity .
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .","Simmons 4-38 ) "","" Leicestershire 296 . is not a named entity ."
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .",Somerset 83 and is not a named entity .
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .",P. is not a named entity .
"Somerset 83 and 174 ( P. Simmons 4-38 ) "","" Leicestershire 296 .",83 and 174 ( P. Simmons is not a named entity .
Tajik troops now control devastated town .,Tajik is a/an other entity .
Tajik troops now control devastated town .,Tajik troops now is not a named entity .
Tajik troops now control devastated town .,now control devastated town is not a named entity .
8. Sara Thorsett ( U.S. ) 4:11.06,Sara Thorsett is a/an person entity .
8. Sara Thorsett ( U.S. ) 4:11.06,U.S. is a/an location entity .
8. Sara Thorsett ( U.S. ) 4:11.06,8. is not a named entity .
8. Sara Thorsett ( U.S. ) 4:11.06,8. Sara is not a named entity .
8. Sara Thorsett ( U.S. ) 4:11.06,8. Sara Thorsett ( U.S. ) is not a named entity .
8. Sara Thorsett ( U.S. ) 4:11.06,Sara is not a named entity .
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .",Bernard Ingham is a/an person entity .
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .",Orr is a/an person entity .
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","let him know "","" """""""" Orr said . is not a named entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","let him know "","" is not a named entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","know "","" """""""" Orr said is not a named entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .",that is not a named entity .
"Former England captain Will Carling "","" handed the kicking duties "","" finished with 20 points .",England is a/an location entity .
"Former England captain Will Carling "","" handed the kicking duties "","" finished with 20 points .",Will Carling is a/an person entity .
"Former England captain Will Carling "","" handed the kicking duties "","" finished with 20 points .","captain Will Carling "","" handed the is not a named entity ."
"Former England captain Will Carling "","" handed the kicking duties "","" finished with 20 points .",""","" finished with is not a named entity ."
"Former England captain Will Carling "","" handed the kicking duties "","" finished with 20 points .","duties "","" finished with is not a named entity ."
"Former England captain Will Carling "","" handed the kicking duties "","" finished with 20 points .","duties "","" is not a named entity ."
ATLANTA AT CHICAGO,ATLANTA is a/an organization entity .
ATLANTA AT CHICAGO,CHICAGO is a/an location entity .
ATLANTA AT CHICAGO,AT CHICAGO is not a named entity .
ATLANTA AT CHICAGO,AT is not a named entity .
ATLANTA AT CHICAGO,ATLANTA AT is not a named entity .
ATLANTA AT CHICAGO,ATLANTA AT CHICAGO is not a named entity .
They also questioned whether NationsBank can recoup shareholder value with such a large bid for Boatmen 's .,NationsBank is a/an organization entity .
They also questioned whether NationsBank can recoup shareholder value with such a large bid for Boatmen 's .,Boatmen 's is a/an organization entity .
They also questioned whether NationsBank can recoup shareholder value with such a large bid for Boatmen 's .,whether NationsBank is not a named entity .
They also questioned whether NationsBank can recoup shareholder value with such a large bid for Boatmen 's .,whether NationsBank can recoup shareholder value with such is not a named entity .
They also questioned whether NationsBank can recoup shareholder value with such a large bid for Boatmen 's .,They also questioned whether is not a named entity .
They also questioned whether NationsBank can recoup shareholder value with such a large bid for Boatmen 's .,NationsBank can recoup shareholder value with such a is not a named entity .
Millwall 4 2 1 1 7 5 7,Millwall is a/an organization entity .
Millwall 4 2 1 1 7 5 7,7 is not a named entity .
Millwall 4 2 1 1 7 5 7,Millwall 4 2 1 1 7 is not a named entity .
DUBLIN 1996-08-31,DUBLIN is a/an location entity .
DUBLIN 1996-08-31,DUBLIN 1996-08-31 is not a named entity .
DUBLIN 1996-08-31,1996-08-31 is not a named entity .
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .",Duran is a/an person entity .
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .",Puerto Rico is a/an location entity .
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","Hector """""""" Macho """""""" Camacho is a/an person entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .",a rematch against is not a named entity .
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","'s Hector """""""" is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","spans three decades "","" hopes is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .","record spans three decades "","" hopes a win is not a named entity ."
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .",Rico is not a named entity .
"Duran "","" whose 97-12 record spans three decades "","" hopes a win in the 10-round bout will earn him a rematch against Puerto Rico 's Hector """""""" Macho """""""" Camacho .",win in the 10-round bout will is not a named entity .
"Buying interest in crude did not have enough conviction to send it much higher since many players had left early to start the Labor Day holiday weekend "","" traders said .",Labor Day is a/an other entity .
"Buying interest in crude did not have enough conviction to send it much higher since many players had left early to start the Labor Day holiday weekend "","" traders said .",much is not a named entity .
"Buying interest in crude did not have enough conviction to send it much higher since many players had left early to start the Labor Day holiday weekend "","" traders said .",in crude did not have enough conviction is not a named entity .
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture "","" and it also showed another example of Pirelli exporting its technical know-how to developing markets .",Pirelli is a/an organization entity .
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture "","" and it also showed another example of Pirelli exporting its technical know-how to developing markets .",Chinese is a/an other entity .
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture "","" and it also showed another example of Pirelli exporting its technical know-how to developing markets .",positive because Pirelli will is not a named entity .
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture "","" and it also showed another example of Pirelli exporting its technical know-how to developing markets .",have management control of is not a named entity .
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture "","" and it also showed another example of Pirelli exporting its technical know-how to developing markets .",also showed another example of is not a named entity .
"She emphasised that the move was positive because Pirelli will have management control of the Chinese venture "","" and it also showed another example of Pirelli exporting its technical know-how to developing markets .",have management is not a named entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,Washington is a/an person entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,Wimbledon is a/an other entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,Alex O'Brien is a/an person entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,6-3 is not a named entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,. is not a named entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,of reprising is not a named entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,11th-seeded Washington is not a named entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,comeback as he lost to red-hot wildcard is not a named entity .
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,Alex O'Brien 6-3 6-4 5-7 3-6 6-3 is not a named entity .
"Indian copper prices fell on Friday as dealers awaited an announcement relating to price cuts by state-owned producer "","" Hindustan Copper Ltd "","" traders said .",Indian is a/an other entity .
"Indian copper prices fell on Friday as dealers awaited an announcement relating to price cuts by state-owned producer "","" Hindustan Copper Ltd "","" traders said .",Hindustan Copper Ltd is a/an organization entity .
"Indian copper prices fell on Friday as dealers awaited an announcement relating to price cuts by state-owned producer "","" Hindustan Copper Ltd "","" traders said .","Copper Ltd "","" traders said . is not a named entity ."
"Indian copper prices fell on Friday as dealers awaited an announcement relating to price cuts by state-owned producer "","" Hindustan Copper Ltd "","" traders said .",fell on Friday as dealers awaited is not a named entity .
