sentence,prompt
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",The entity type of Warren Commission is an organization .
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",The entity type of Lee Harvey Oswald is a person .
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",The entity type of Kennedy is a person .
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .","The entity type of been opened to the public , is none entity ."
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",The entity type of has been opened to is none entity .
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",The entity type of that Lee Harvey Oswald acted alone in is none entity .
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .","The entity type of slaying , has been opened to the is none entity ."
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",The entity type of Lee Harvey Oswald acted alone in the Kennedy is none entity .
"Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .","The entity type of the public , a is none entity ."
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of Bloch is a person .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of Weisner is a person .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of Austrian television is an organization .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of Georgetown is a location .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of also read Austrian newspaper accounts of the case is none entity .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.","The entity type of of the case , which is none entity ."
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of showed him during Bloch is none entity .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of him during Bloch 's 45-minute is none entity .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of Austrian television Monday afternoon in the is none entity .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of 's 45-minute visit to is none entity .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of Weisner showed him during Bloch is none entity .
"Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",The entity type of in the Georgetown section of the capital. is none entity .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of Ray is a person .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of King is a person .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of Lorraine Motel is an organization .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of Memphis is a location .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of in Memphis is none entity .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .","The entity type of , 60 , was sentenced is none entity ."
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of to shooting and killing is none entity .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of to shooting is none entity .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of killing King as the civil is none entity .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of in prison in 1969 when he pleaded is none entity .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .",The entity type of he is none entity .
"Ray , 60 , was sentenced to 99 years in prison in 1969 when he pleaded guilty to shooting and killing King as the civil rights leader stood on a balcony of the Lorraine Motel in Memphis .","The entity type of Ray , 60 , was sentenced is none entity ."
"Lee Harvey Oswald , the only official suspect in Kennedy 's assassination , is arrested and taken away in handcuffs ;",The entity type of Lee Harvey Oswald is a person .
"Lee Harvey Oswald , the only official suspect in Kennedy 's assassination , is arrested and taken away in handcuffs ;",The entity type of Kennedy is a person .
"Lee Harvey Oswald , the only official suspect in Kennedy 's assassination , is arrested and taken away in handcuffs ;","The entity type of , the only is none entity ."
"Lee Harvey Oswald , the only official suspect in Kennedy 's assassination , is arrested and taken away in handcuffs ;",The entity type of and taken away is none entity .
"Lee Harvey Oswald , the only official suspect in Kennedy 's assassination , is arrested and taken away in handcuffs ;","The entity type of Oswald , the only official suspect in Kennedy is none entity ."
"Lee Harvey Oswald , the only official suspect in Kennedy 's assassination , is arrested and taken away in handcuffs ;",The entity type of Harvey Oswald is none entity .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of William Leonard Jennings is a person .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of West Yorkshire is a location .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of Stephen is a person .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of Dec. is an other .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of magistrates court in West Yorkshire is none entity .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .","The entity type of charged with killing his 3-year-old son , Stephen is none entity ."
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of loudly is none entity .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of court in is none entity .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of and was charged with killing his 3-year-old is none entity .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of sobbed loudly as he appeared in is none entity .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of in West Yorkshire and was charged with killing is none entity .
"William Leonard Jennings sobbed loudly as he appeared in a magistrates court in West Yorkshire and was charged with killing his 3-year-old son , Stephen , who was last seen alive on Dec. 12 , 1962 .",The entity type of a magistrates court in West is none entity .
"In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .",The entity type of President William McKinley is a person .
"In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .",The entity type of Leon Czolgosz is a person .
"In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .",The entity type of electrocuted is none entity .
"In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .","The entity type of President William McKinley 's assassin , is none entity ."
"In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .","The entity type of Czolgosz , is none entity ."
"In 1901 , President William McKinley 's assassin , Leon Czolgosz , was electrocuted .",The entity type of McKinley 's assassin is none entity .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of Christophersen is a person .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of ANSA is an organization .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of Brussels is a location .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of May 25 is an other .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of 2-3 percent is an other .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of 1996 is an other .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of European Commission is an organization .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of Italy is a location .
"Christophersen Says "" ) ( Text ) ( ANSA ) Brussels , May 25 -- Price and exchange rate stability , achieved by reducing the inflation rate by no more than 2-3 percent by 1996 , were among the primary objectives indicated by the European Commission to member states , including Italy , in a program document outlined here today by Commissioner Henning Christophersen .",The entity type of Henning Christophersen is a person .
