sentence,prompt
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of President William McKinley is a person .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of Leon Czolgosz is a person .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of Exposition is an other .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.","The entity type of Buffalo , N.Y. is a location ."
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of by is none entity .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of Today 's is none entity .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of President William McKinley was shot by anarchist Leon is none entity .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of by anarchist Leon Czolgosz is none entity .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of shot by anarchist Leon Czolgosz is none entity .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of Leon Czolgosz at the is none entity .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.",The entity type of history : In 1901 is none entity .
"Today 's highlight in history : In 1901 , President William McKinley was shot by anarchist Leon Czolgosz at the Pan-American Exposition in Buffalo , N.Y.","The entity type of , President is none entity ."
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of ITAR-TASS is an organization .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of 5 Mar is an other .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of Moscow is a location .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of 0548 GMT is an other .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of 5 Mar 94 is an other .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of Mar LD0503072994 Moscow ITAR-TASS in is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of Press Review for 5 Mar is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of in English is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of in is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of ITAR-TASS in English 0548 is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of ITAR-TASS in is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of Moscow ITAR-TASS in English is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of in English 0548 GMT 5 Mar is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of Carries Press Review is none entity .
ITAR-TASS Carries Press Review for 5 Mar LD0503072994 Moscow ITAR-TASS in English 0548 GMT 5 Mar 94,The entity type of GMT is none entity .
"Officials of the Mountain Empire Unified School District in San Diego County canceled classes Thursday , saying wind made travel hazardous for school buses .",The entity type of Mountain Empire Unified School District is a location .
"Officials of the Mountain Empire Unified School District in San Diego County canceled classes Thursday , saying wind made travel hazardous for school buses .",The entity type of San Diego is a location .
"Officials of the Mountain Empire Unified School District in San Diego County canceled classes Thursday , saying wind made travel hazardous for school buses .",The entity type of Empire Unified School is none entity .
"Officials of the Mountain Empire Unified School District in San Diego County canceled classes Thursday , saying wind made travel hazardous for school buses .",The entity type of Officials of the is none entity .
"Officials of the Mountain Empire Unified School District in San Diego County canceled classes Thursday , saying wind made travel hazardous for school buses .",The entity type of for school buses is none entity .
"Officials of the Mountain Empire Unified School District in San Diego County canceled classes Thursday , saying wind made travel hazardous for school buses .",The entity type of of the Mountain Empire Unified is none entity .
"The Massachusetts Department of Public Health has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's Al Comproni.",The entity type of Massachusetts Department of Public Health is an organization .
"The Massachusetts Department of Public Health has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's Al Comproni.",The entity type of Al Comproni. is a person .
"The Massachusetts Department of Public Health has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's Al Comproni.",The entity type of new regulations on the disposal is none entity .
"The Massachusetts Department of Public Health has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's Al Comproni.",The entity type of The Massachusetts Department is none entity .
"The Massachusetts Department of Public Health has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's Al Comproni.",The entity type of The Massachusetts Department of Public is none entity .
"The Massachusetts Department of Public Health has adopted new regulations on the disposal of infectious waste that take effect next week , but like the federal rules , they don 't apply to household waste , said the department 's Al Comproni.",The entity type of that take effect next week is none entity .
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",The entity type of Epps is a person .
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",The entity type of Epps Aviation is an organization .
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",The entity type of DeKalb Peachtree Airport is a location .
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.",The entity type of ' said is none entity .
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.","The entity type of said Epps , owner of is none entity ."
"` ` This is the first time someone brought back tangible evidence of these aircraft , ' ' said Epps , owner of Epps Aviation at suburban DeKalb Peachtree Airport , where the expedition returned in a DC-3 Monday.","The entity type of ' said Epps , owner of is none entity ."
