sentence,prompt
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Mykola Bahrov is a person entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,U.S. is a location entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Ukraine is a location entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,William Miller. is a person entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Crimean Supreme Soviet Chairman Mykola Bahrov met today is not a named entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Supreme Soviet is not a named entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Mykola Bahrov met is not a named entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Chairman Mykola Bahrov met today with is not a named entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,today with is not a named entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Chairman Mykola Bahrov met today with U.S. Ambassador is not a named entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Text ) Crimean is not a named entity .
( Text ) Crimean Supreme Soviet Chairman Mykola Bahrov met today with U.S. Ambassador to Ukraine William Miller.,Chairman Mykola Bahrov met is not a named entity .
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .",Emily Dickinson is a person entity .
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .","Amherst , Mass is a location entity ."
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .","was born in Amherst , Mass is not a named entity ."
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .",Emily Dickinson was born is not a named entity .
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .",1830 is not a named entity .
"In 1830 , poet Emily Dickinson was born in Amherst , Mass .",poet is not a named entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",Ludwig Rinn is a person entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",1942 is an other entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",1938 is an other entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",Riga is a location entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",Latvia is a location entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",Soviet Union is a location entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",in what is now the is not a named entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",now is not a named entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .","Latvia , in what is now the Soviet is not a named entity ."
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",now the is not a named entity .
"Ludwig Rinn , who died in 1942 , invented the tiny camera in 1938 in Riga , Latvia , in what is now the Soviet Union .",in what is now the Soviet is not a named entity .
