sentence,prompt
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .",Henry David Thoreau is a person entity .
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .","Concord , Mass is a location entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .",In is not a named entity .
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .",naturalist-author Henry David is not a named entity .
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .",", naturalist-author Henry David is not a named entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .",David Thoreau is not a named entity .
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.",Oregon is a location entity .
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.",Cascade Mountains is a location entity .
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.","80 , 000 acres is an other entity ."
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.",the Cascade Mountains have burned 80 is not a named entity .
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.",Fires east of the Cascade Mountains have is not a named entity .
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.",", 000 acres , is not a named entity ."
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.","burned 80 , 000 acres , is not a named entity ."
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.",were being is not a named entity .
"Oregon : Fires east of the Cascade Mountains have burned 80 , 000 acres , and were being fought Tuesday by 5 , 000 people.",were being fought Tuesday is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Gyandzha is a location entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Shamkhor is a location entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Azerbaijan is a location entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Soviet is a location entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,landing is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,the plane ask for landing in Gyandzha or is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,did not is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,military airfields were big enough is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Soviet military airfields were big enough for all is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,Azerbaijan where runways is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,for all types of heavy planes is not a named entity .
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,enough for is not a named entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",CHP is an organization entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",Republican People 's Party is an organization entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",Deniz Baykal is a person entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",difficult situation is not a named entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",not is not a named entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",) leader Deniz Baykal said : I is not a named entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",", for then a difficult situation will arise is not a named entity ."
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",hope that this decision will is not a named entity .
"CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",said is not a named entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,Mexico City is a location entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,LA JORNADA is an organization entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,10 Jun 94 is an other entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,City LA JORNADA in Spanish 10 Jun is not a named entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,Mexico City LA JORNADA in is not a named entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,in Spanish 10 Jun 94 is not a named entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,JORNADA in Spanish 10 Jun 94 is not a named entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,City LA JORNADA is not a named entity .
PA1106232494 Mexico City LA JORNADA in Spanish 10 Jun 94 p 11,11 is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,GE is an organization entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,Richard Kennedy is a person entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,Boeing is an organization entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,Navy is an organization entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,made is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,the Boeing is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,check and drain valve for the F404 engine is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,Kennedy said Wednesday that is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,well as a is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,'s is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,aboard the Navy 's is not a named entity .
GE spokesman Richard Kennedy said Wednesday that the factory made a timer valve for the CFM56 engine used by the Boeing 737-400 as well as a check and drain valve for the F404 engine aboard the Navy 's FA-18 fighter .,said Wednesday is not a named entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .",Woodrow Wilson is a person entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .",Virginia is a location entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .",New Jersey is a location entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .",Southerner is an other entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .",was born in Virginia is not a named entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .",Southerner in is not a named entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .","Virginia , but is not a named entity ."
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .",. is not a named entity .
"True , Woodrow Wilson was born in Virginia , but he won his political fame as governor of New Jersey , so he hardly counted as a Southerner in political terms .","of New Jersey , so is not a named entity ."
